brand,model,date,km_driven,transmission,fuel,type,seats,price,url
Mazda,3,2019,18200,Automatic,Gasoline,Sedan,5,699.000.000,https://xe.chotot.com/mua-ban-oto-quan-2-tp-ho-chi-minh/91398182.htm
Toyota,Camry,2007,179000,Automatic,Gasoline,Sedan,5,397.000.000,https://xe.chotot.com/mua-ban-oto-huyen-di-linh-lam-dong/91444946.htm
Toyota,Innova,2007,280000,Manual,Gasoline,Minivan (MPV),8,210.000.000,https://xe.chotot.com/mua-ban-oto-thi-xa-kinh-mon-hai-duong/91446964.htm
Mitsubishi,Xpander,2020,20000,Automatic,Gasoline,SUV / Cross over,7,565.000.000,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/90846667.htm
Toyota,Innova,2008,90000,Manual,Gasoline,Minivan (MPV),8,255.000.000,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/91140662.htm
Hyundai,Accent,2020,25000,Automatic,Gasoline,Sedan,5,498.000.000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/91380181.htm
Chevrolet,Spark,2010,50000,Manual,Gasoline,Hatchback,5,82.000.000,https://xe.chotot.com/mua-ban-oto-quan-bac-tu-liem-ha-noi/90471006.htm
Mazda,CX 5,2016,44852,Automatic,Gasoline,SUV / Cross over,5,667.000.000,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/90292046.htm#px=SR-special_display_ad-[PO-1][PL-default]
Chevrolet,Cruze,2012,16000,Manual,Gasoline,Sedan,5,235.000.000,https://xe.chotot.com/mua-ban-oto-thi-xa-huong-thuy-thua-thien-hue/91446929.htm
Lexus,LX,2016,61000,Automatic,Gasoline,SUV / Cross over,8,6.850.000.000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/85646650.htm
Honda,Civic,2007,90000,Automatic,Gasoline,Sedan,5,288.000.000,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/91137817.htm
Toyota,Fortuner,2013,99999,Manual,Diesel,SUV / Cross over,7,580.000.000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bao-loc-lam-dong/91446892.htm
Toyota,Vios,2012,123,Manual,Gasoline,Sedan,5,235.000.000,https://xe.chotot.com/mua-ban-oto-thanh-pho-ba-ria-ba-ria-vung-tau/91446877.htm
Toyota,Vios,2016,80000,Automatic,Gasoline,Sedan,5,405.000.000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/91387859.htm
Kia,Pride,1992,999999,Manual,Gasoline,Sedan,5,30.000.000,https://xe.chotot.com/mua-ban-oto-huyen-chau-thanh-dong-thap/91446804.htm
Mazda,CX 5,2018,50000,Automatic,Gasoline,SUV / Cross over,5,760.000.000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/91393993.htm
Chevrolet,Spark,2009,120000,Manual,Gasoline,Hatchback,5,79.000.000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/90631161.htm
Hyundai,Grand i10,2018,46000,Automatic,Gasoline,Sedan,5,328.000.000,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/91446695.htm
Chevrolet,Captiva,2010,10,Automatic,Diesel,SUV / Cross over,8,325.000.000,https://xe.chotot.com/mua-ban-oto-quan-tay-ho-ha-noi/91446660.htm
Toyota,Innova,2009,98669,Automatic,Gasoline,Minivan (MPV),8,296.000.000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/90765947.htm
Kia,Morning,2015,50000,Automatic,Gasoline,Hatchback,5,295.000.000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/91286606.htm
Mitsubishi,Outlander,2018,33000,Automatic,Gasoline,SUV / Cross over,7,776.000.000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90947056.htm
Kia,Sorento,2016,61000,Automatic,Gasoline,Sedan,7,585.000.000,https://xe.chotot.com/mua-ban-oto-thanh-pho-pleiku-gia-lai/91393815.htm
Ford,Explorer,2016,78000,Automatic,Gasoline,SUV / Cross over,8,1.550.000.000,https://xe.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/91249452.htm
Toyota,Innova,2017,91000,Automatic,Gasoline,Minivan (MPV),8,555.000.000,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90848169.htm
Mazda,BT 50,2017,68000,Automatic,Diesel,Pick-up (bán tải),5,525.000.000,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/90704644.htm
Toyota,Land Cruiser,1997,100000,Manual,Diesel,Sedan,7,325.000.000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/88265302.htm
Ford,Ranger,2019,18950,Automatic,Diesel,Pick-up (bán tải),5,636.000.000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/91196717.htm
Toyota,Land Cruiser,2003,160,Manual,Gasoline,SUV / Cross over,8,385.000.000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/91299176.htm
Toyota,Innova,2013,8000,Manual,Gasoline,SUV / Cross over,8,360.000.000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/91446473.htm
Ford,Everest,2015,3000,Manual,Diesel,SUV / Cross over,7,510.000.000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/83429347.htm
Toyota,Fortuner,2021,29000,Manual,Diesel,SUV / Cross over,7,929.000.000,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/89334774.htm
Ford,Everest,2019,32000,Automatic,Diesel,SUV / Cross over,7,910.000.000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/91417928.htm
Mercedes Benz,S Class,2016,45000,Automatic,Gasoline,Sedan,5,2.499.000.000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/91049229.htm
Toyota,Hiace,2016,100000,Manual,Diesel,Van,5,159.000.000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/86479044.htm
Toyota,Corolla Altis,2008,95000,Manual,Gasoline,Sedan,5,280.000.000,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/91289160.htm
Ford,Laser,2003,20000,Manual,Gasoline,Sedan,5,136.000.000,https://xe.chotot.com/mua-ban-oto-huyen-dong-anh-ha-noi/90731740.htm
Toyota,Innova,2018,76000,Manual,Gasoline,Minivan (MPV),8,499.000.000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/89664676.htm
Nissan,Navara,2017,53000,Automatic,Diesel,Pick-up (bán tải),5,595.000.000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/91252716.htm
Ford,Everest,2018,62962,Automatic,Diesel,SUV / Cross over,7,955.000.000,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/88490373.htm
Mazda,BT 50,2018,67000,Automatic,Diesel,Pick-up (bán tải),5,559.000.000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/91229023.htm
Toyota,Land Cruiser,1999,100000,Manual,Gasoline,SUV / Cross over,7,275.000.000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/88265198.htm
Mazda,CX 8,2019,22000,Automatic,Gasoline,SUV / Cross over,7,979.000.000,https://xe.chotot.com/mua-ban-oto-quan-ninh-kieu-can-tho/91446297.htm
Toyota,Vios,2016,63000,Manual,Gasoline,Sedan,5,298.000.000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/90364124.htm
