price,source_url,seats,name,year,typeOfCar,condition,origin,km_driven,city,transmission,fuels
875000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-phu-tho/ban-xe-24g-4x2mt-san-xuat-nam-2019-aidxc3470017,7," Toyota Fortuner 2.4G 4x2 2019 - 875 triệu
            ", 2019, SUV, Đã qua sử dụng, Trong nước, 70.000 km, Phú Thọ, Số tay, Diesel
345000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-ha-noi/ban-xe-12at-nam-san-xuat-2019-bien-aidxc3470018,5," Toyota Wigo 1.2 G AT 2019 - 345 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 27.000 km, Hà Nội, Số tự động, Xăng
1420000000,https://oto.com.vn/mua-ban-xe-toyota-prado-ha-noi/ban-o-to-txl-san-xuat-nam-2014-aidxc3469253,7," Toyota Prado TXL 2.7L 2014 - 1 tỉ 420 triệu
            ", 2014, SUV, Đã qua sử dụng, Nhập khẩu, 80.000 km, Hà Nội, Số tự động, Xăng
470000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-xe-15g-at-dang-ky-2018-aidxc9145460,5," Toyota Vios 1.5G AT 2018 - 470 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 42.000 km, Hà Nội, Số tự động, Xăng
435000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/ban-20g-san-xuat-cuoi-2015-aidxc5514244,7," Toyota Innova 2.0G 2015 - 435 triệu
            ", 2015, MPV, Đã qua sử dụng, Trong nước, 70.000 km, Hải Phòng, Số tự động, Xăng
490000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-o-to-dau-25-4x2-mt-nam-2011-mau-bac-gia-canh-tranh-xe-day-du-giay-to-sang-ten-hop-phap-ly-aid1xc11044609,7," Toyota Fortuner 2.5G 4x2MT 2011 - 490 triệu
            ", 2011, SUV, Đã qua sử dụng, Trong nước, 109.000 km, Hà Nội, Số tay, Xăng
295000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-gap-xe-corola-altis-18g-mt-nam-2009-mau-den-xe-dep-tu-nhan-chinh-chu-bao-zin-het-aid1xc9055860,5," Toyota Corolla Altis 1.8G MT 2009 - 295 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 11.000 km, Hà Nội, Số tay, Xăng
980000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-xe-20g-mau-den-nam-san-xuat-2020-xe-dep-gia-tot-aid1xc9055822,5," Toyota Camry 2.0G 2020 - 980 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 18.000 km, Hà Nội, Số tự động, Diesel
755000000,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/ban-xe-dau-28-4x4-at-nam-2017-mau-bac-dong-co-hop-so-nguyen-ban-cam-ket-khong-dam-va-ngap-nuoc-aid1xc9055816,5," Toyota Hilux 2.8G 4×4 AT 2017 - 755 triệu
            ", 2017, Pick-up Truck, Đã qua sử dụng, Nhập khẩu, 7.000 km, Hà Nội, Số tự động, Diesel
380000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-xe-20e-mt-mau-bac-nam-san-xuat-2014-gia-canh-tranh-aid1xc9055805,7," Toyota Innova 2.0E 2014 - 380 triệu
            ", 2014, MPV, Đã qua sử dụng, Trong nước, 91.000 km, Hà Nội, Số tự động, Xăng
665000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-gap-27-sportivo-4x2-at-mau-trang-dong-co-hop-so-nguyen-ban-giay-to-day-du-gia-canh-tranh-aid1xc9055802,7," Toyota Fortuner 2.7 4X2AT* 2015 - 665 triệu
            ", 2015, SUV, Đã qua sử dụng, Trong nước, 68.000 km, Hà Nội, Số tự động, Xăng
848000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-27-4x2-at-nam-2017-mau-den-dong-co-hop-so-nguyen-ban-chesk-test-thoai-mai-aid1xc10776713,7," Toyota Fortuner 2.7 4X2AT* 2017 - 848 triệu
            ", 2017, SUV, Đã qua sử dụng, Trong nước, 49.000 km, Hà Nội, Số tự động, Xăng
485000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-xe-2017-mau-trang-aidxc3424939,7," Toyota Innova 2.0E 2017 - 485 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 60.000 km, Tp.HCM, Số tay, Xăng
390000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-phong/ban-gat-sx-2014-tu-dong-aidxc6712056,5," Toyota Vios 1.5G AT 2014 - 390 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 84.000 km, Hải Phòng, Số tự động, Xăng
950000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-xe-at-sx-2019-may-xang-4x2-aidxc5333017,7," Toyota Fortuner 2.7 V 4X2 AT 2019 - 950 triệu
            ", 2019, SUV, Đã qua sử dụng, Nhập khẩu, 23.000 km, Tp.HCM, Số tự động, Xăng
775000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-doi-2017-mau-den-nhap-khau-con-moi-aidxc3437712,7," Toyota Fortuner 2.4 MT 4x2 2017 - 775 triệu
            ", 2017, SUV, Đã qua sử dụng, Nhập khẩu, 40.000 km, Hà Nội, Số tay, Diesel
950000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/can-ban-gap-doi-2019-mau-trang-nhap-khau-so-tu-dong-gia-950tr-aidxc3408931,7," Toyota Fortuner 2.4G 4x2 AT  2019 - 950 triệu
            ", 2019, SUV, Đã qua sử dụng, Nhập khẩu, 50.000 km, Hà Nội, Số tự động, Diesel
239000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/ban-xe-g-san-xuat-nam-2008-xe-gia-dinh-gia-chi-239-trieu-aidxc3430188,8," Toyota Innova 2008 - 239 triệu
            ", 2008, MPV, Đã qua sử dụng, Trong nước, 179.139 km, Đồng Nai, Số tay, Xăng
388000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-g-san-xuat-2012-mau-bac-nhap-khau-nguyen-chiec-aidxc3478139,8," Toyota Innova 2.0G 2012 - 388 triệu
            ", 2012, MPV, Đã qua sử dụng, Nhập khẩu, 128.000 km, Tp.HCM, Số tự động, Xăng
665000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/can-ban-xe-trd-spottivo-doi-2016-mau-trang-chinh-chu-aidxc3430367,7," Toyota Fortuner 2.7V TRD 4x4 2016 - 665 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 59.000 km, Hà Nội, Số tự động, Xăng
409000000,https://oto.com.vn/mua-ban-xe-toyota-rav4-hcm/ban-limited-nam-2008-mau-bac-nhap-khau-gia-chi-420-trieu-aidxc3426459,7," Toyota RAV4 Limited 2008 - 409 triệu
            ", 2008, SUV, Đã qua sử dụng, Nhập khẩu, 67.344 km, Tp.HCM, Số tự động, Xăng
310000000,https://oto.com.vn/mua-ban-xe-toyota-vios-da-nang/can-ban-xe-doi-2017-mau-trang-aidxc3434414,5," Toyota Vios 1.5E MT 2017 - 310 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 10.000 km, Đà Nẵng, Số tay, Xăng
130000000,https://oto.com.vn/mua-ban-xe-toyota-zace-hcm/can-ban-gl-nam-san-xuat-2000-gia-130-trieu-aidxc3457367,8," Toyota Zace 2000 - 130 triệu
            ", 2000, SUV, Đã qua sử dụng, Trong nước, 390.000 km, Tp.HCM, Số tay, Xăng
798000000,https://oto.com.vn/mua-ban-xe-toyota-hilux-lam-dong/ban-o-to-30g-4x4at-san-xuat-2018-mau-trang-xe-nhap-aidxc3453789,5," Toyota Hilux 3.0G 4x4 AT 2018 - 798 triệu
            ", 2018, Pick-up Truck, Đã qua sử dụng, Nhập khẩu, 52.000 km, Lâm Đồng, Số tự động, Diesel
220000000,https://oto.com.vn/mua-ban-xe-toyota-vios-bac-giang/can-ban-xe-emt-san-xuat-2008-mau-bac-con-moi-aidxc3448950,5," Toyota Vios 1.5E MT 2008 - 220 triệu
            ", 2008, Sedan, Đã qua sử dụng, Trong nước, 140.000 km, Bắc Giang, Số tay, Xăng
2800000000,https://oto.com.vn/mua-ban-xe-toyota-highlander-hcm/can-ban-doi-2016-nhap-khau-nguyen-chiec-con-moi-aidxc3448298,7," Toyota Highlander Limited 2016 - 2 tỉ 800 triệu
            ", 2016, SUV, Đã qua sử dụng, Nhập khẩu, 48.100 km, Tp.HCM, Số tự động, Xăng
795000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/can-ban-xe-nam-2017-mau-den-nhap-khau-aidxc3429362,5," Toyota Camry 2.0E 2017 - 795 triệu
            ", 2017, Sedan, Đã qua sử dụng, Nhập khẩu, 40.000 km, Tp.HCM, Số tự động, Xăng
289000000,https://oto.com.vn/mua-ban-xe-toyota-vios-binh-duong/ban-15e-mt-doi-2012-mau-bac-so-san-gia-canh-tranh-aidxc3440978,5," Toyota Vios 1.5E MT 2012 - 289 triệu
            ", 2012, Sedan, Đã qua sử dụng, Trong nước, 48.000 km, Bình Dương, Số tay, Xăng
485000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dak-lak/ban-o-to-20e-doi-2016-mau-bac-aidxc3439481,8," Toyota Innova 2.0E 2016 - 485 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 61.400 km, Đắk Lắk, Số tay, Xăng
200000000,https://oto.com.vn/mua-ban-xe-toyota-vios-thai-nguyen/xe-doi-2010-mau-den-con-moi-aidxc3405787,5," Toyota Vios 1.5E MT 2010 - 200 triệu
            ", 2010, Sedan, Đã qua sử dụng, Trong nước, 12.000 km, Thái Nguyên, Số tay, Xăng
450050000,https://oto.com.vn/mua-ban-xe-toyota-yaris-da-nang/ban-xe-doi-2016-mau-trang-aidxc3438851,5," Toyota Yaris 1.5G 2016 - 450 triệu
            ", 2016, Hatchback, Đã qua sử dụng, Trong nước, 10.000 km, Đà Nẵng, Số tự động, Xăng
260000000,https://oto.com.vn/mua-ban-xe-toyota-innova-bac-ninh/xe-20e-doi-2010-mau-bac-xe-gia-dinh-aidxc3438853,7," Toyota Innova 2.0E 2010 - 260 triệu
            ", 2010, MPV, Đã qua sử dụng, Trong nước, 150.000 km, Bắc Ninh, Số tay, Xăng
303000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-binh-duong/ban-o-to-2018-mau-bac-nhap-khau-con-moi-aidxc3438505,5," Toyota Wigo 1.2 G MT 2018 - 303 triệu
            ", 2018, Hatchback, Đã qua sử dụng, Nhập khẩu, 17.500 km, Bình Dương, Số tay, Xăng
250000000,https://oto.com.vn/mua-ban-xe-toyota-innova-quang-nam/can-ban-lai-xe-20e-doi-2007-mau-bac-nhap-khau-aidxc3438445,7," Toyota Innova 2.0E 2007 - 250 triệu
            ", 2007, MPV, Đã qua sử dụng, Nhập khẩu, 130.000 km, Quảng Nam, Số tay, Xăng
230000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/ban-o-to-20e-doi-2007-nhap-khau-xe-gia-dinh-aidxc3438418,7," Toyota Innova 2.0E 2007 - 230 triệu
            ", 2007, MPV, Đã qua sử dụng, Nhập khẩu, 130.000 km, Đồng Nai, Số tay, Xăng
660000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-san-xuat-2015-mau-trang-aidxc3437795,7," Toyota Fortuner 2.7 4X2AT* 2015 - 660 triệu
            ", 2015, SUV, Đã qua sử dụng, Trong nước, 52.000 km, Tp.HCM, Số tự động, Xăng
395000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ba-ria-vung-tau/can-ban-lai-xe-doi-2016-mau-bac-aidxc3437241,5," Toyota Vios 1.5 E CVT 2016 - 395 triệu
            ", 2016, Sedan, Đã qua sử dụng, Nhập khẩu, 49.000 km, Bà Rịa Vũng Tàu, Số tự động, Xăng
367000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-gap-san-xuat-2015-mau-bac-gia-chi-362-trieu-aidxc3436744,8," Toyota Innova 2.0E 2015 - 367 triệu
            ", 2015, MPV, Đã qua sử dụng, Trong nước, 72.000 km, Tp.HCM, Số tay, Xăng
319000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/can-ban-lai-xe-san-xuat-nam-2005-mau-den-nhu-moi-aidxc3436579,5," Toyota Camry 2005 - 319 triệu
            ", 2005, Sedan, Đã qua sử dụng, Trong nước, 117.000 km, Tp.HCM, Số tự động, Xăng
315000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-quang-binh/ban-san-xuat-2008-nhu-moi-330tr-aidxc3436595,5," Toyota Corolla Altis 2008 - 315 triệu
            ", 2008, Sedan, Đã qua sử dụng, Trong nước, 127.000 km, Quảng Bình, Số tự động, Xăng
255000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/xe-g-san-xuat-2007-mau-bac-con-moi-265-trieu-aidxc3436314,8," Toyota Innova 2007 - 255 triệu
            ", 2007, MPV, Đã qua sử dụng, Trong nước, 90.000 km, Tp.HCM, Số tay, Xăng
460000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/ban-15-e-cvt-doi-2019-aidxc3434806,5," Toyota Vios 1.5 E CVT 2019 - 460 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 39.000 km, Tp.HCM, Số tự động, Xăng
520000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-thuan/can-ban-xe-san-xuat-nam-2017-mau-trang-aidxc3434194,8," Toyota Innova 2.0E 2017 - 520 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 62.000 km, Bình Thuận, Số tay, Xăng
350000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/can-ban-doi-2013-mau-bac-aidxc3434213,8," Toyota Innova 2.0E 2013 - 350 triệu
            ", 2013, MPV, Đã qua sử dụng, Trong nước, 140.000 km, Bình Dương, Số tay, Xăng
385000000,https://oto.com.vn/mua-ban-xe-toyota-vios-nam-dinh/can-ban-gap-g-nam-san-xuat-2015-so-tu-dong-aidxc3434214,5," Toyota Vios 1.5G AT 2015 - 385 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 8.000 km, Nam Định, Số tự động, Xăng
470000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-20e-nam-2017-chinh-chu-gia-canh-tranh-aidxc3432749,8," Toyota Innova 2.0E 2017 - 470 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 130.000 km, Tp.HCM, Số tay, Xăng
238000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/ban-xe-20g-doi-2008-mau-bac-chinh-chu-gia-chi-245-trieu-aidxc3432994,8," Toyota Innova 2.0G 2008 - 238 triệu
            ", 2008, MPV, Đã qua sử dụng, Trong nước, 125.000 km, Đồng Nai, Số tay, Xăng
320000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-hcm/ban-xe-at-nam-2018-mau-do-xe-nhap-con-moi-gia-tot-aidxc3431693,5," Toyota Wigo 1.2 G AT 2018 - 320 triệu
            ", 2018, Hatchback, Đã qua sử dụng, Nhập khẩu, 22.200 km, Tp.HCM, Số tự động, Xăng
465000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/can-ban-xe-2012-mau-den-con-moi-gia-canh-tranh-aidxc3431716,7," Toyota Fortuner 2.7 V 4X2 AT 2012 - 465 triệu
            ", 2012, SUV, Đã qua sử dụng, Trong nước, 1.987.654 km, Hà Nội, Số tự động, Xăng
210000000,https://oto.com.vn/mua-ban-xe-toyota-hiace-ha-noi/can-ban-gap-san-xuat-nam-2007-mau-xanh-lam-xe-nhap-gia-canh-tranh-aidxc3430561,3," Toyota Hiace 2007 - 210 triệu
            ", 2007, Van/Minivan, Đã qua sử dụng, Nhập khẩu, 20.000 km, Hà Nội, Số tay, Diesel
580000000,https://oto.com.vn/mua-ban-xe-toyota-innova-tien-giang/ban-o-to-mt-san-xuat-nam-2018-mau-bac-con-moi-aidxc3430542,7," Toyota Innova 2.0E 2018 - 580 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 43.500 km, Tiền Giang, Số tay, Xăng
1280000000,https://oto.com.vn/mua-ban-xe-toyota-prado-ha-noi/ban-xe-txl-san-xuat-2012-mau-nau-nhap-khau-nguyen-chiec-aidxc3430543,7," Toyota Prado TXL 2.7L 2012 - 1 tỉ 280 triệu
            ", 2012, SUV, Đã qua sử dụng, Nhập khẩu, 12.000 km, Hà Nội, Số tự động, Xăng
777000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/can-ban-gap-doi-2016-mau-nau-aidxc3430405,7," Toyota Fortuner 2.5G 4x2MT 2016 - 777 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 200.000 km, Bình Dương, Số tay, Xăng
569000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-dong-nai/can-ban-lai-xe-nam-san-xuat-2015-mau-den-xe-gia-dinh-gia-569tr-aidxc3430263,5," Toyota Corolla Altis 1.8G AT 2015 - 569 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 72.000 km, Đồng Nai, Số tự động, Xăng
445000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-g-doi-2017-aidxc3430227,5," Toyota Vios 1.5G AT 2017 - 445 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 600.000 km, Hà Nội, Số tự động, Xăng
560000000,https://oto.com.vn/mua-ban-xe-toyota-rush-hcm/ban-o-to-2020-mau-bac-nhap-khau-nguyen-chiec-con-moi-aidxc3429952,5," Toyota Rush S 1.5 AT 2020 - 560 triệu
            ", 2020, SUV, Đã qua sử dụng, Nhập khẩu, 43.000 km, Tp.HCM, Số tự động, Xăng
495000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ninh-binh/ban-g-san-xuat-2010-mau-den-aidxc3429539,7," Toyota Fortuner 2010 - 495 triệu
            ", 2010, SUV, Đã qua sử dụng, Trong nước, 165.000 km, Ninh Bình, Số tay, Diesel
300000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-xe-20e-doi-2013-gia-canh-tranh-aidxc3429540,8," Toyota Innova 2.0E 2013 - 300 triệu
            ", 2013, MPV, Đã qua sử dụng, Trong nước, 35.000 km, Hà Nội, Số tay, Xăng
429000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/can-ban-xe-g-doi-2018-mau-trang-chinh-chu-aidxc3429528,5," Toyota Vios 1.5G AT 2018 - 429 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 69.000 km, Tp.HCM, Số tự động, Xăng
520000000,https://oto.com.vn/mua-ban-xe-toyota-vios-dong-nai/can-ban-lai-xe-g-nam-san-xuat-2020-mau-do-chinh-chu-gia-520tr-aidxc3429186,5," Toyota Vios 1.5G AT 2020 - 520 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 34.000 km, Đồng Nai, Số tự động, Xăng
520000000,https://oto.com.vn/mua-ban-xe-toyota-vios-dong-nai/can-ban-gap-doi-2020-mau-do-xe-nhap-nhu-moi-aidxc3429218,5," Toyota Vios 1.5G AT 2020 - 520 triệu
            ", 2020, Sedan, Đã qua sử dụng, Nhập khẩu, 34.000 km, Đồng Nai, Số tự động, Xăng
870000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-dong-nai/ban-o-to-doi-2018-mau-xam-xe-nhap-chinh-chu-870tr-aidxc3428690,7," Toyota Fortuner 2.4 MT 4x2 2018 - 870 triệu
            ", 2018, SUV, Đã qua sử dụng, Nhập khẩu, 27.000 km, Đồng Nai, Số tay, Diesel
276000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-thanh-hoa/can-ban-gap-13-at-san-xuat-2008-mau-do-nhap-khau-nhat-ban-aidxc3428298,5," Toyota Yaris E 1.3 AT 2008 - 276 triệu
            ", 2008, Hatchback, Đã qua sử dụng, Nhập khẩu, 13.000 km, Thanh Hóa, Số tự động, Xăng
415000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-15e-mt-nam-san-xuat-2020-mau-den-it-su-dung-aidxc3427610,5," Toyota Vios 1.5E MT 2020 - 415 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 17.000 km, Hà Nội, Số tay, Xăng
710000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-gap-27v-4x4-at-nam-2016-mau-xam-xe-gia-dinh-aidxc3427322,8," Toyota Fortuner 2.7 V 4X2 AT 2016 - 710 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 47.970 km, Tp.HCM, Số tự động, Xăng
245000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ninh-binh/ban-nam-2012-con-moi-aidxc3425766,5," Toyota Vios 1.5E MT 2012 - 245 triệu
            ", 2012, Sedan, Đã qua sử dụng, Trong nước, 123.456 km, Ninh Bình, Số tay, Xăng
580000000,https://oto.com.vn/mua-ban-xe-toyota-innova-tay-ninh/ban-2019-mau-trang-xe-gia-dinh-gia-tot-aidxc3425769,7," Toyota Innova 2.0G 2019 - 580 triệu
            ", 2019, MPV, Đã qua sử dụng, Trong nước, 35.000 km, Tây Ninh, Số tay, Xăng
190000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2010-mau-den-aidxc3425784,5," Toyota Vios 1.5E MT 2010 - 190 triệu
            ", 2010, Sedan, Đã qua sử dụng, Trong nước, 12.000 km, Hà Nội, Số tay, Xăng
475000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-nam-dinh/can-ban-san-xuat-nam-2013-mau-den-aidxc3425265,7," Toyota Fortuner 2.7 V 4X2 AT 2013 - 475 triệu
            ", 2013, SUV, Đã qua sử dụng, Trong nước, 132.000 km, Nam Định, Số tự động, Xăng
750000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-xe-trd-sportivo-4x2-at-san-xuat-2016-mau-trang-gia-tot-aidxc3424976,7," Toyota Fortuner 2.7V TRD 4x2 2016 - 750 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 26.000 km, Tp.HCM, Số tự động, Xăng
430000000,https://oto.com.vn/mua-ban-xe-toyota-camry-binh-duong/xe-24g-doi-2009-mau-den-con-moi-aidxc3424250,5," Toyota Camry 2009 - 430 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 110.000 km, Bình Dương, Số tự động, Xăng
270000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-phuoc/ban-g-san-xuat-nam-2008-chinh-chu-270-trieu-aidxc3423586,8," Toyota Innova 2008 - 270 triệu
            ", 2008, MPV, Đã qua sử dụng, Trong nước, 50.000 km, Bình Phước, Số tay, Xăng
200000000,https://oto.com.vn/mua-ban-xe-toyota-innova-gia-lai/can-ban-xe-g-san-xuat-2006-mau-den-chinh-chu-aidxc3423505,8," Toyota Innova 2006 - 200 triệu
            ", 2006, MPV, Đã qua sử dụng, Trong nước, 347.867 km, Gia Lai, Số tay, Xăng
585000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-lai-xe-doi-2015-mau-den-chinh-chu-aidxc3423419,7," Toyota Fortuner 2.5G 4x2MT 2015 - 585 triệu
            ", 2015, SUV, Đã qua sử dụng, Trong nước, 160.000 km, Tp.HCM, Số tay, Diesel
479680000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-o-to-doi-2017-mau-trang-aidxc3423318,8," Toyota Innova 2.0E 2017 - 479.7 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 93.182 km, Tp.HCM, Số tay, Xăng
260000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ba-ria-vung-tau/ban-san-xuat-2007-mau-den-aidxc3423157,5," Toyota Corolla Altis 2007 - 260 triệu
            ", 2007, Sedan, Đã qua sử dụng, Trong nước, 145.000 km, Bà Rịa Vũng Tàu, Số tay, Xăng
360000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/can-ban-gap-doi-2011-mau-bac-aidxc3423000,5," Toyota Corolla Altis 1.8G MT 2011 - 360 triệu
            ", 2011, Sedan, Đã qua sử dụng, Trong nước, 365.000 km, Tp.HCM, Số tay, Xăng
480000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-g-san-xuat-nam-2018-mau-trang-480tr-aidxc3422863,5," Toyota Vios 1.5G AT 2018 - 480 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 40.000 km, Hà Nội, Số tự động, Xăng
