name,brand,source_url,type,origin,km_driven,external_color,seats,engine_capacity,fuels,transmission,wheel_drive,price,year
,,https://www.sanxehot.vn/mua-ban-xe/chery-qq3-mt-2009-24607.html,Hatchback,Nhập khẩu,200000,Bạc,,,Xăng,Số sàn,,52000000,2009
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3s-16at-2014-24605.html,Sedan,Lắp ráp trong nước,20000,Bạc,,1.6,Xăng,Tự động,,595000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-24603.html,Sedan,Lắp ráp trong nước,85000,Xanh Dương,,1.8,Xăng,Số sàn,,385000000,2008
Ford Explorer,,https://www.sanxehot.vn/mua-ban-xe/byd-f0-mt-2011-24602.html,Hatchback,Nhập khẩu,180000,Trắng,,,Xăng,Số sàn,,119000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-24601.html,Sedan,Lắp ráp trong nước,62000,Đen,,1.8,Xăng,Tự động,,485000000,2010
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-mt-2012-24599.html,SUV 7 chỗ,Lắp ráp trong nước,80000,Đen,,,Diesel,Số sàn,,670000000,2012
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-24598.html,SUV 5 chỗ,Lắp ráp trong nước,37000,Nâu,,2.4,Xăng,Tự động,,930000000,2014
BMW Series 5,,https://www.sanxehot.vn/mua-ban-xe/bmw-series-5-528i-2015-24597.html,Sedan,Nhập khẩu,33000,Đen,,2.0,Xăng,Tự động,,1880000000,2015
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2011-24596.html,SUV 5 chỗ,Lắp ráp trong nước,60000,Đen,,2.4,Xăng,Tự động,,739000000,2010
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-e-20at-2011-23402.html,Sedan,Nhập khẩu,100000,Trắng,,2.0,Xăng,Tự động,,790000000,2011
Ford Transit,,https://www.sanxehot.vn/mua-ban-xe/ford-transit-24mt-2013-23483.html,16 chỗ,Lắp ráp trong nước,80000,Bạc,,2.4,Diesel,Số sàn,,655000000,2013
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-26mt-2007-23447.html,SUV 7 chỗ,Lắp ráp trong nước,71000,Đen,,2.6,Xăng,Số sàn,,385000000,2007
Toyota Highlander,,https://www.sanxehot.vn/mua-ban-xe/toyota-highlander-le-27at-2011-24589.html,SUV 7 chỗ,Nhập khẩu,68000,Ghi xám,,2.7,Xăng,Tự động,,1490000000,2011
Audi Q5,,https://www.sanxehot.vn/mua-ban-xe/audi-q5-20at-2012-24588.html,SUV 5 chỗ,Nhập khẩu,47000,Đen,,2.0,Xăng,Tự động,,1650000000,2012
Chevrolet Spark Van,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-van-10at-2013-24587.html,Hatchback,Lắp ráp trong nước,20000,Trắng,,1.0,Xăng,Tự động,,230000000,2013
Mazda CX-9,,https://www.sanxehot.vn/mua-ban-xe/mazda-cx-9-37at-2012-24586.html,SUV 7 chỗ,Nhập khẩu,50000,Xanh Đen,,3.7,Xăng,Tự động,,1166000000,2012
Ford Laser,,https://www.sanxehot.vn/mua-ban-xe/ford-laser-18mt-2001-24585.html,Sedan,Lắp ráp trong nước,45000,Xanh lá,,1.8,Xăng,Số sàn,,255000000,2001
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2004-24584.html,SUV 5 chỗ,Lắp ráp trong nước,77000,Đỏ,,3.0,Xăng,Tự động,,273000000,2004
Ford Fiesta,,https://www.sanxehot.vn/mua-ban-xe/ford-fiesta-16at-2012-24582.html,Hatchback,Lắp ráp trong nước,34000,Đỏ,,1.6,Xăng,Tự động,,440000000,2012
Ford Mondeo,,https://www.sanxehot.vn/mua-ban-xe/ford-mondeo-25at-2003-24581.html,Sedan,Lắp ráp trong nước,82000,Đen,,2.5,Xăng,Tự động,,243000000,2003
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2005-24580.html,SUV 5 chỗ,Lắp ráp trong nước,87000,Trắng,,3.0,Xăng,Tự động,,282000000,2005
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2010-24578.html,SUV 7 chỗ,Lắp ráp trong nước,57000,Đen,,2.5,Diesel,Tự động,,580000000,2010
Ford Mondeo,,https://www.sanxehot.vn/mua-ban-xe/ford-mondeo-25at-2005-24577.html,Sedan,Lắp ráp trong nước,12000,Đen,,2.5,Xăng,Tự động,,275000000,2005
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-18at-2011-24575.html,Hatchback,Lắp ráp trong nước,42000,Bạc,,1.8,Xăng,Tự động,,452000000,2011
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-22at-2013-24574.html,Bán tải,Nhập khẩu,47000,Xanh Đen,,2.2,Diesel,Tự động,,518000000,2013
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2004-24573.html,SUV 5 chỗ,Lắp ráp trong nước,115000,Đen,,3.0,Xăng,Tự động,,275000000,2004
Ford Laser,,https://www.sanxehot.vn/mua-ban-xe/ford-laser-18at-2005-24572.html,Sedan,Nhập khẩu,63000,Đen,,1.8,Xăng,Tự động,,295000000,2005
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-25mt-2009-24571.html,Bán tải,Nhập khẩu,110000,Đen,,2.5,Diesel,Số sàn,,355000000,2009
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2009-24570.html,SUV 5 chỗ,Lắp ráp trong nước,90000,Bạc,,2.3,Xăng,Tự động,,485000000,2009
Ford Mondeo,,https://www.sanxehot.vn/mua-ban-xe/ford-mondeo-20at-2003-24569.html,Sedan,Lắp ráp trong nước,15000,Đen,,2.0,Xăng,Tự động,,276000000,2003
Ford Mondeo,,https://www.sanxehot.vn/mua-ban-xe/ford-mondeo-20at-2003-24568.html,Sedan,Lắp ráp trong nước,100000,Bạc,,2.0,Xăng,Tự động,,245000000,2003
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2009-24567.html,SUV 7 chỗ,Lắp ráp trong nước,86000,Đen,,2.5,Diesel,Tự động,,565000000,2009
Ford EcoSport,,https://www.sanxehot.vn/mua-ban-xe/ford-ecosport-15at-2016-24566.html,SUV 5 chỗ,Lắp ráp trong nước,11000,Ghi xám,,1.5,Xăng,Tự động,,608000000,2016
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-g-25mt-2011-24565.html,SUV 7 chỗ,Lắp ráp trong nước,75000,Đen,,2.5,Diesel,Số sàn,,723000000,2011
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-24at-2008-24564.html,Sedan,Lắp ráp trong nước,80000,Đen,,2.4,Xăng,Tự động,,670000000,2008
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-16mt-2016-24563.html,Sedan,Lắp ráp trong nước,7800,Vàng cát,,1.6,Xăng,Số sàn,,520000000,2016
Lexus RX,,https://www.sanxehot.vn/mua-ban-xe/lexus-rx350-f-sport-35at-2016-24556.html,SUV 5 chỗ,Nhập khẩu,9600,Đen,,3.5,Xăng,Tự động,,4200000000,2016
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-van-10at-2010-24555.html,Hatchback,Nhập khẩu,58000,Bạc,,1.0,Xăng,Tự động,,210000000,2010
Mercedes-Benz GLA-Class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-gla250-4matic-2015-24554.html,Hatchback,Lắp ráp trong nước,4111,Nâu,,2.0,Xăng,Tự động,,1500000000,2015
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-25mt-2011-24545.html,SUV 7 chỗ,Lắp ráp trong nước,65000,Đen,,2.5,Xăng,Số sàn,,768000000,2011
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-v-27at-2013-24544.html,SUV 7 chỗ,Lắp ráp trong nước,40000,Ghi xám,,2.7,Xăng,Tự động,,845000000,2013
Toyota Altis,,https://www.sanxehot.vn/mua-ban-xe/toyota-corolla-altis-g-18at-2009-24543.html,Sedan,Lắp ráp trong nước,50000,Đen,,1.8,Xăng,Tự động,,555000000,2009
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ls-16mt-2015-24535.html,Sedan,Lắp ráp trong nước,7000,Đen,,1.6,Xăng,Số sàn,,510000000,2015
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ltz-18at-2012-24534.html,Sedan,Lắp ráp trong nước,25600,Bạc,,1.8,Xăng,Tự động,,492000000,2012
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-16mt-2015-24532.html,Sedan,Lắp ráp trong nước,28000,Bạc,,1.6,Xăng,Số sàn,,495000000,2015
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ltz-18at-2015-24530.html,Sedan,Lắp ráp trong nước,12000,Trắng,,1.8,Xăng,Tự động,,575000000,2015
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-le-25at-2010-24526.html,Sedan,Lắp ráp trong nước,90000,Đen,,2.5,Xăng,Tự động,,860000000,2010
Chevrolet Spark Van,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-van-10at-2012-24523.html,Hatchback,Nhập khẩu,200000,Bạc,,1.0,Xăng,Tự động,,212000000,2012
Lexus RX,,https://www.sanxehot.vn/mua-ban-xe/lexus-rx-350-35at-2010-24503.html,SUV 7 chỗ,Nhập khẩu,42000,Trắng,,3.5,Xăng,Tự động,,1990000000,2010
Toyota Sienna,,https://www.sanxehot.vn/mua-ban-xe/toyota-sienna-le-2010-24501.html,7 chỗ đa dụng,Nhập khẩu,45000,Ghi xám,,3.5,Xăng,Tự động,,1680000000,2010
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-20at-2014-24500.html,SUV 5 chỗ,Lắp ráp trong nước,30000,Bạc,,2.0,Xăng,Tự động,,910000000,2014
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-se-2016-24486.html,Sedan,Nhập khẩu,7000,Đen,,,Xăng,Tự động,,1650000000,2016
Toyota Land Cruiser,,https://www.sanxehot.vn/mua-ban-xe/toyota-land-cruiser-vx-2016-24485.html,SUV 7 chỗ,Nhập khẩu,7000,Đen,,,Xăng,Tự động,,3600000000,2016
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-10mt-2014-24484.html,Hatchback,Lắp ráp trong nước,35000,Bạc,,1.0,Xăng,Số sàn,,360000000,2014
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-2012-24483.html,Sedan,Lắp ráp trong nước,55000,Bạc,,,Xăng,Số sàn,,460000000,2012
Hyundai Santafe,,https://www.sanxehot.vn/mua-ban-xe/hyundai-santafe-4wd-24at-2014-24481.html,SUV 7 chỗ,Nhập khẩu,25150,Đen,,2.4,Xăng,Tự động,,1100000000,2014
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-16mt-2015-24264.html,Sedan,Lắp ráp trong nước,29000,Đen,,1.6,Xăng,Số sàn,,495000000,2015
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ltz-18at-2015-24431.html,Sedan,Lắp ráp trong nước,12000,Trắng,,1.8,Xăng,Tự động,,575000000,2015
Ford Laser,,https://www.sanxehot.vn/mua-ban-xe/ford-laser-16mt-2002-24163.html,Sedan,Nhập khẩu,500000,Xanh lá,,1.6,Xăng,Số sàn,,165000000,2002
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2004-24161.html,SUV 5 chỗ,Lắp ráp trong nước,85000,Đen,,3.0,Xăng,Tự động,,230000000,2004
Ford Laser,,https://www.sanxehot.vn/mua-ban-xe/ford-laser-18mt-2002-24158.html,Sedan,Lắp ráp trong nước,120000,Xanh lá,,1.8,Xăng,Số sàn,,235000000,2002
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2010-24152.html,Sedan,Lắp ráp trong nước,80000,Bạc,,1.5,Xăng,Số sàn,,438000000,2010
Mercedes-Benz GLK-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-glk220-22at-2013-24151.html,SUV 5 chỗ,Lắp ráp trong nước,60100,Trắng,,2.2,Diesel,Tự động,,1260000000,2013
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chervolet-captiva-ltz-24at-2016-24144.html,SUV 7 chỗ,Lắp ráp trong nước,22000,Trắng,,2.4,Xăng,Tự động,,695000000,2016
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ls-16mt-2011-24143.html,Sedan,Lắp ráp trong nước,60000,Đen,,1.6,Xăng,Số sàn,,385000000,2011
Chevrolet Cruze / Lacetti,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-lacetti-16mt-2012-24140.html,Sedan,Lắp ráp trong nước,34000,Đen,,1.6,Xăng,Số sàn,,348000000,2012
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ls-16mt-2012-24138.html,Sedan,Lắp ráp trong nước,37000,Bạc,,1.6,Xăng,Số sàn,,420000000,2012
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-ltz-24at-2009-24137.html,SUV 7 chỗ,Lắp ráp trong nước,4000,Bạc,,2.4,Xăng,Tự động,,465000000,2009
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c200-18at-2011-24124.html,Sedan,Lắp ráp trong nước,60000,Trắng,,1.8,Xăng,Tự động,,850000000,2011
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-25mt-2011-24123.html,SUV 7 chỗ,Lắp ráp trong nước,86000,Ghi xám,,2.5,Diesel,Số sàn,,740000000,2011
Ford Explorer,,https://www.sanxehot.vn/mua-ban-xe/daewoo-lacetti-16mt-2010-24122.html,Sedan,Nhập khẩu,50000,Đen,,1.6,Xăng,Số sàn,,390000000,2010
Suzuki Ertiga,,https://www.sanxehot.vn/mua-ban-xe/suzuki-ertiga-14at-2016-24120.html,7 chỗ đa dụng,Nhập khẩu,7000,Xanh Dương,,1.4,Xăng,Tự động,,565000000,2016
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-20at-2011-24119.html,7 chỗ đa dụng,Lắp ráp trong nước,40000,Bạc,,2.0,Xăng,Tự động,,468000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2015-24117.html,Hatchback,Nhập khẩu,10000,Bạc,,1.0,Xăng,Tự động,,330000000,2015
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c300-amg-plus-2013-24111.html,Sedan,Lắp ráp trong nước,35000,Đen,,3.0,Xăng,Tự động,,1050000000,2012
Audi A6,,https://www.sanxehot.vn/mua-ban-xe/audi-a6-30at-2011-24110.html,Sedan,Nhập khẩu,52000,Đỏ đô,,3.0,Xăng,Tự động,,1500000000,2010
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15at-2010-24108.html,Sedan,Nhập khẩu,54000,Xanh Dương,,1.5,Xăng,Tự động,,450000000,2009
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15cvt-2016-24107.html,Sedan,Lắp ráp trong nước,16000,Đỏ đô,,1.5,Xăng,Vô cấp,,570000000,2016
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-24105.html,Sedan,Lắp ráp trong nước,81000,Bạc,,1.8,Xăng,Tự động,,390000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2006-24102.html,Sedan,Lắp ráp trong nước,103000,Bạc,,1.8,Xăng,Tự động,,385000000,2006
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-15cvt-2016-24100.html,Sedan,Lắp ráp trong nước,16500,Đỏ đô,,1.5,Xăng,Vô cấp,,594000000,2016
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2009-24099.html,SUV 5 chỗ,Lắp ráp trong nước,130000,Ghi xám,,2.4,Xăng,Tự động,,660000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20at-2014-24088.html,7 chỗ đa dụng,Lắp ráp trong nước,56000,Bạc,,2.0,Xăng,Tự động,,719000000,2014
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-q-35at-2008-24083.html,Sedan,Lắp ráp trong nước,45000,Đen,,3.5,Xăng,Tự động,,695000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-24082.html,Sedan,Lắp ráp trong nước,46000,Vàng cát,,2.0,Xăng,Tự động,,530000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-24080.html,Sedan,Lắp ráp trong nước,55000,Đen,,1.8,Xăng,Số sàn,,405000000,2008
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2005-24064.html,SUV 5 chỗ,Lắp ráp trong nước,120000,Vàng cát,,2.3,Xăng,Tự động,,295000000,2005
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2014-24062.html,SUV 5 chỗ,Lắp ráp trong nước,38000,Bạc,,2.3,Xăng,Tự động,,660000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2010-24056.html,SUV 7 chỗ,Nhập khẩu,59000,Bạc,,2.5,Diesel,Tự động,,610000000,2010
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-22mt-2013-24055.html,Bán tải,Nhập khẩu,97000,Xanh Dương,,2.2,Diesel,Số sàn,,438000000,2013
Ford Mondeo,,https://www.sanxehot.vn/mua-ban-xe/ford-mondeo-25at-2007-24054.html,Sedan,Lắp ráp trong nước,68000,Đen,,2.5,Xăng,Tự động,,280000000,2007
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2012-24052.html,SUV 5 chỗ,Lắp ráp trong nước,33000,Bạc,,2.3,Xăng,Tự động,,545000000,2012
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2010-24051.html,SUV 5 chỗ,Nhập khẩu,97000,Bạc,,2.3,Xăng,Tự động,,510000000,2010
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-32at-2014-24050.html,Bán tải,Nhập khẩu,58000,Đen,,3.2,Diesel,Tự động,,675000000,2014
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2004-24048.html,SUV 5 chỗ,Lắp ráp trong nước,77000,Đỏ,,3.0,Xăng,Tự động,,278000000,2004
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2008-24042.html,SUV 7 chỗ,Lắp ráp trong nước,90000,Hồng phấn,,2.5,Diesel,Số sàn,,455000000,2008
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-22mt-2012-24040.html,Bán tải,Nhập khẩu,50000,Đen,,2.2,Diesel,Số sàn,,400000000,2012
Hyundai Getz,,https://www.sanxehot.vn/mua-ban-xe/hyundai-getz-12mt-2009-24031.html,Hatchback,Nhập khẩu,80000,Xanh Dương,,1.2,Xăng,Số sàn,,240000000,2009
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-20at-2014-24030.html,Hatchback,Lắp ráp trong nước,28000,Đỏ,,2.0,Xăng,Tự động,,680000000,2014
Mercedes-Benz GLA-Class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-gla-class-16at-2015-24028.html,SUV 5 chỗ,Nhập khẩu,15000,Đen,,1.6,Xăng,Tự động,,1420000000,2015
Kia Cerato,,https://www.sanxehot.vn/mua-ban-xe/kia-cerato-16at-2011-24027.html,Sedan,Nhập khẩu,50000,Đen,,1.6,Xăng,Tự động,,520000000,2011
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20mt-2006-24026.html,7 chỗ đa dụng,Lắp ráp trong nước,79000,Đen,,2.0,Xăng,Số sàn,,435000000,2006
MINI Cooper,,https://www.sanxehot.vn/mua-ban-xe/mini-cooper-bayswater-16at-2014-24025.html,Hatchback,Nhập khẩu,2500,Xanh Dương,,1.6,Xăng,Tự động,,1080000000,2014
Lexus RX,,https://www.sanxehot.vn/mua-ban-xe/lexus-rx350-35at-2012-24024.html,SUV 5 chỗ,Nhập khẩu,45000,Vàng cát,,3.5,Xăng,Tự động,,2800000000,2012
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-15e-cvt-2017-23684.html,Sedan,Lắp ráp trong nước,0,Vàng cát,,1.5,Xăng,Vô cấp,,588000000,2017
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27v-4x4-2017-23549.html,SUV 7 chỗ,Nhập khẩu,0,Nâu,,2.7,Xăng,Tự động,,1308000000,2017
Toyota Yaris,,https://www.sanxehot.vn/mua-ban-xe/toyota-yaris-e-cvt-2017-23548.html,Hatchback,Nhập khẩu,0,Đỏ,,1.5,Xăng,Vô cấp,,592000000,2017
Toyota Yaris,,https://www.sanxehot.vn/mua-ban-xe/toyota-yaris-g-cvt-2017-23536.html,Hatchback,Nhập khẩu,0,Trắng,,1.5,Xăng,Vô cấp,,642000000,2017
BMW Series 3,,https://www.sanxehot.vn/mua-ban-xe/bmw-320i-20at-2013-23434.html,Sedan,Lắp ráp trong nước,50000,Đen,,2.0,Xăng,Tự động,,1100000000,2013
Mercedes-Benz E-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-e250-amg-20at-2015-23290.html,Sedan,Lắp ráp trong nước,18000,Trắng,,2.0,Xăng,Tự động,,1890000000,2015
Lexus GS,,https://www.sanxehot.vn/mua-ban-xe/lexus-gs350-v6-35at-2006-23277.html,Sedan,Lắp ráp trong nước,60000,Đen,,3.5,Xăng,Tự động,,919000000,2006
KIA Sedona,,https://www.sanxehot.vn/mua-ban-xe/kia-sedona-limited-33at-2016-23274.html,7 chỗ đa dụng,Lắp ráp trong nước,6543,Đen,,3.3,Xăng,Tự động,,1256000000,2016
Mercedes-Benz E-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-e250-cgi-18at-2009-23269.html,Sedan,Lắp ráp trong nước,80000,Đen,,1.8,Xăng,Tự động,,930000000,2009
Audi Q5,,https://www.sanxehot.vn/mua-ban-xe/audi-q5-20t-quattro-22975.html,SUV 5 chỗ,Nhập khẩu,27000,Trắng,,2.0,Xăng,Tự động,,1350000000,2011
Chevrolet Spark,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-ltz-10at-2014-22974.html,Hatchback,Lắp ráp trong nước,24000,Bạc,,1.0,Xăng,Tự động,,325000000,2014
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-ltz-24at-2015-22973.html,SUV 7 chỗ,Lắp ráp trong nước,22000,Trắng,,2.4,Xăng,Tự động,,695000000,2015
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-lt-16mt-2015-22971.html,Sedan,Lắp ráp trong nước,29000,Đen,,1.6,Xăng,Số sàn,,485000000,2015
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ls-16mt-2015-22967.html,Sedan,Lắp ráp trong nước,10000,Đỏ,,1.6,Xăng,Số sàn,,495000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2011-22949.html,Hatchback,Lắp ráp trong nước,50000,Vàng,,1.0,Xăng,Tự động,,299000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-si-125at-2015-22947.html,Hatchback,Lắp ráp trong nước,15000,Đỏ,,1.25,Xăng,Tự động,,385000000,2015
KIA Carnival,,https://www.sanxehot.vn/mua-ban-xe/kia-carnival-24at-2009-22946.html,7 chỗ đa dụng,Lắp ráp trong nước,80500,Bạc,,2.4,Xăng,Tự động,,359000000,2009
Kia Cerato,,https://www.sanxehot.vn/mua-ban-xe/kia-cerato-koup-20at-2010-22944.html,Coupe,Nhập khẩu,60000,Ghi xám,,2.0,Xăng,Tự động,,486000000,2010
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-sx-20at-2013-22943.html,7 chỗ đa dụng,Lắp ráp trong nước,55000,Ghi xám,,2.0,Xăng,Tự động,,495000000,2013
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2011-22941.html,Hatchback,Nhập khẩu,40000,Ghi xám,,1.0,Xăng,Số sàn,,345000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2011-22940.html,Hatchback,Nhập khẩu,36000,Nâu,,1.0,Xăng,Tự động,,395000000,2011
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-16at-2014-22939.html,Sedan,Lắp ráp trong nước,35000,Đỏ,,1.6,Xăng,Tự động,,575000000,2014
Mercedes-Benz GLE-Class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-gle-class-gle450-amg-30at-2016-22937.html,Sedan,Lắp ráp trong nước,13000,Trắng,,3.0,Xăng,Tự động,,3999000000,2016
Mercedes-Benz S-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-s-class-s400-30at-2016-22936.html,Sedan,Lắp ráp trong nước,10000,Đen,,3.0,Xăng,Tự động,,3500000000,2016
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-15mt-2012-22935.html,Sedan,Lắp ráp trong nước,800000,Vàng cát,,1.5,Xăng,Số sàn,,396000000,2012
Kia Forte,,https://www.sanxehot.vn/mua-ban-xe/kia-forte-16at-2013-22933.html,Sedan,Lắp ráp trong nước,60000,Trắng,,1.6,Xăng,Tự động,,525000000,2013
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ltz-18at-2015-22922.html,Sedan,Lắp ráp trong nước,23000,Đen,,1.8,Xăng,Tự động,,560000000,2015
